name,total_return,cagr,sharpe,max_drawdown,win_rate
AI Agent (All Signals),0.5426957044654417,0.45110729776132286,1.5511216638310912,-0.15836043070231273,0.5342465753424658
AI Agent (Top-5),1.0171404003108395,0.8268990786357482,2.287870549028213,-0.12495947183431363,0.565068493150685
Equal Weight (45 stocks),0.7412548938714256,0.6101200332206154,2.2183412162341054,-0.14433437063408933,0.5821917808219178
