ticker,date,time,headline,url,source,sentiment
ENPH,Today,09:47AM,"Lyft upgraded, Leidos downgraded: Wall Street's top analyst calls",https://finance.yahoo.com/markets/stocks/articles/lyft-upgraded-leidos-downgraded-wall-134756673.html,finviz,0.2023
ENPH,Today,08:00AM,Enphase Energy to Showcase Product Innovations at Intersolar Europe,/news/362298/enphase-energy-to-showcase-product-innovations-at-intersolar-europe,finviz,0.2732
ENPH,Jun-15-26,08:00AM,Enphase Energy Appoints Shanker Trivedi to Board of Directors,/news/361654/enphase-energy-appoints-shanker-trivedi-to-board-of-directors,finviz,0.2732
ENPH,Jun-12-26,04:39PM,ARRAY Technologies Hits 100 GW Milestone as Solar Demand Surges,https://finance.yahoo.com/sectors/energy/articles/array-technologies-hits-100-gw-203946355.html,finviz,-0.128
ENPH,Jun-11-26,08:00AM,Enphase Energy Launches IQ9N Microinverters with GaN Technology Across Europe,/news/361141/enphase-energy-launches-iq9n-microinverters-with-gan-technology-across-europe,finviz,0.2732
ENPH,Jun-05-26,06:49AM,"Tech Rally Fades, Killing Market's Winning Streak-and There Are More Risks Ahead",https://www.barrons.com/articles/tech-rally-stock-market-things-to-know-today-535ab8c6?mod=bar_FV,finviz,-0.5256
ENPH,May-27-26,03:52AM,"Micron, Intel, SanDisk Hogged Mays Chip Spotlight  But These 3 Smaller Stocks Crushed Them",https://finance.yahoo.com/m/555a2eff-aa85-3640-bed7-d4e75548ac0c/micron%2C-intel%2C-sandisk-hogged.html,finviz,-0.5719
ENPH,May-26-26,05:55AM,Add Solar to Your Monthly Subscription Bill? These Companies Are Banking On It.,https://www.barrons.com/articles/solar-rooftop-oil-prices-enphase-solaredge-sunrun-70f3484d?mod=bar_FV,finviz,0.0
ENPH,May-21-26,01:01PM,Enphase Energy stock surges on data center transformer opportunity,https://finance.yahoo.com/sectors/energy/articles/enphase-energy-stock-surges-data-170141349.html,finviz,0.5994
ENPH,May-21-26,08:00AM,Enphase Energy Publishes Technical White Paper on GaN Technology for Next-Generation Distributed Power Electronics,/news/356273/enphase-energy-publishes-technical-white-paper-on-gan-technology-for-next-generation-distributed-power-electronics,finviz,0.2732
ENPH,May-21-26,03:25AM,ENPH Stock Gains Retail Momentum After Goldman Sachs Reaffirms Bullish Stance,https://finance.yahoo.com/m/673a678c-138f-325c-9c34-a6dcd8de1bb3/enph-stock-gains-retail.html,finviz,0.34
ENPH,May-19-26,05:30AM,"To Cash In on Solar Stocks, Look for Trade Barriers",https://www.wsj.com/finance/investing/to-cash-in-on-solar-stocks-look-for-trade-barriers-ad33e94f?mod=wsj_FV,finviz,0.0
ENPH,May-18-26,01:53PM,Can Enphase Energy 10x in 10 Years?,https://finance.yahoo.com/m/5eac3bb4-506f-3a2b-8ad9-a5cca6953af5/can-enphase-energy-10x-in-10.html,finviz,0.2732
ENPH,May-18-26,08:00AM,Enphase Energy Expands PowerMatch Technology to North America,/news/355159/enphase-energy-expands-powermatch-technology-to-north-america,finviz,0.3612
ENPH,May-13-26,03:52PM,"Accenture, Roper Technologies, and 8 More Beaten-Down Stocks Worth Considering",https://www.barrons.com/articles/accenture-roper-technologies-stock-market-buys-147f5ee8?mod=bar_FV,finviz,0.2878
ENPH,May-13-26,09:49AM,Nextpower Stock Rises Sharply. Why the Solar Company Is Raising Guidance.,https://www.barrons.com/articles/nextpower-earnings-stock-price-2eb218a5?mod=bar_FV,finviz,0.0
ENPH,May-13-26,08:00AM,Enphase Energy Opens U.S. Pre-Orders for GaN-Based 548 VA IQ9S Commercial Microinverters,/news/353883/enphase-energy-opens-us-pre-orders-for-gan-based-548-va-iq9s-commercial-microinverters,finviz,0.2732
ENPH,May-07-26,03:05PM,Solar Rout Deepens As Market Faces Possible 30% Drop,https://finance.yahoo.com/sectors/energy/articles/solar-rout-deepens-market-faces-190556319.html,finviz,-0.2732
ENPH,May-07-26,08:00AM,Enphase Energy Announces New Safe Harbor Agreement from U.S. TPO Provider,/news/351967/enphase-energy-announces-new-safe-harbor-agreement-from-us-tpo-provider,finviz,0.802
ENPH,May-05-26,08:00AM,"Enphase Energy to Hold 2026 Annual Meeting of Stockholders on May 13, 2026",/news/350661/enphase-energy-to-hold-2026-annual-meeting-of-stockholders-on-may-13-2026,finviz,0.2732
ENPH,May-04-26,08:00AM,Enphase Energy Publishes Technical White Paper on IQ SST Architecture for AI Data Centers,/news/350133/enphase-energy-publishes-technical-white-paper-on-iq-sst-architecture-for-ai-data-centers,finviz,0.2732
ENPH,Apr-29-26,11:19AM,Enphase Stock Falls After Earnings as Solar Slump Overshadows Data Center Push,https://www.barrons.com/articles/enphase-earnings-stock-price-solar-data-center-db13553f?mod=bar_FV,finviz,0.0
ENPH,Apr-29-26,10:27AM,Enphase Energy Stock Slips on Revenue Miss,/news/348861/enphase-energy-stock-slips-on-revenue-miss,finviz,0.128
