Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_20,RSI_14,MACD,MACD_signal,MACD_diff,BB_upper,BB_lower,BB_width,Volatility_20,Return_1d,Return_3d,Return_5d,Target
2019-03-14,43.8217645295,43.8694227834,43.5024542278,43.7812550136,94318032,41.657126633955,39.338954540412004,41.7010766860249,75.10744442302328,0.9481757971120999,0.8462604704034764,0.10191532670862347,43.41040209509849,39.903851172811514,8.417649525132544,0.009905778761805359,0.011116614384587331,0.02699832308595096,0.0651014492763049,1
2019-03-15,44.0481412359,44.6391035851,43.7836379263,44.3507711486,156171648,41.839657746675,39.476561123838,41.95342853960348,77.64182746818861,1.0441943309669028,0.8858472425161618,0.15834708845074108,43.891166286648165,39.78814920670184,9.8065263936639,0.010112976952445854,0.01300821858174439,0.02879885025622797,0.0763981261925355,1
2019-03-18,44.2745179422,44.8916923312,44.2721350295,44.8035245613,104879328,42.04935406416,39.697869438676,42.224866255955526,79.43442961252845,1.1436399578666254,0.9374057855862545,0.2062341722803709,44.391807716704065,39.70690041161593,11.14144892199718,0.010069451009532248,0.010208467653989972,0.03472566176657321,0.05097820011102949,0
2019-03-19,44.8821606804,45.0346670931,44.3031128946,44.4484705692,126585476,42.23522125466,39.883271508676,42.43663809531214,74.39687624343311,1.1801968689411524,0.9859640022572341,0.19423286668391826,44.7156466253862,39.754795883933795,11.74576714430033,0.01047043699812946,-0.007924688862685825,0.015239753985872184,0.0310651705248699,1
2019-03-20,44.3769831883,45.1538127281,44.0195462835,44.8368853391,124140924,42.42740316381,40.078007887987994,42.665233070910986,76.17678320280567,1.2263734405278441,1.034045889911356,0.1923275506164881,45.08258785499031,39.77221847262969,12.516366749710226,0.010506281116759608,0.008738540717510013,0.0109606705342562,0.03549612018974746,1
2019-03-21,45.2801071011,46.783725014,45.2300659344,46.4882438393,204136948,42.71371012456,40.292389136598,43.02932933456708,81.92881513080901,1.380308202436197,1.1032983524163242,0.27700985001987277,45.79032524419825,39.637095004921754,14.4057498665714,0.012451743738712209,0.03683035714258076,0.037602382725380634,0.061829859031202083,0
2019-03-22,46.5478166568,47.107801141,45.4612084662,45.5255471091,169630664,42.929125432525,40.47536797904,43.26706436071307,71.14444694467888,1.4083860322636923,1.1643158883857978,0.2440701438778945,46.156097236258034,39.70215362879196,15.033950825786635,0.013811176675853114,-0.020708390997255854,0.02423202702156302,0.026488287127270915,0
2019-03-25,45.6351610932,45.74715799,44.4651509581,44.9750942757,175381172,43.10200574882,40.645012471428,43.42973387642611,65.81027471131365,1.3704235813756753,1.2055374269837733,0.16488615439190202,46.378047603247495,39.8259638943925,15.201342942223448,0.014318121884389834,-0.01209107563454126,0.003082482994854141,0.003829379855266879,0
2019-03-26,45.6709047837,45.9616201329,43.983802593,44.5104262994,199202152,43.25046120995,40.812529304314005,43.53265696432839,61.61084327752554,1.287996026799874,1.2220291469469935,0.06596687985288052,46.49913386189084,40.00178855800915,15.02260351014925,0.014663142340780474,-0.010331673202318536,-0.04254446665563216,0.0013938776611794879,1
2019-03-27,44.9774771884,45.2181513709,44.4532363946,44.9107556328,119393708,43.412499273465,40.998919911322,43.663904456563785,63.75662143448137,1.2406731200182648,1.2257579415612478,0.014915178457016953,46.65296051938189,40.17203802754811,14.928701641914246,0.01471257521068321,0.008994057498060704,-0.013504318241946311,0.0016475340144910255,1
2019-03-28,45.0251354423,45.170493117,44.6867618391,44.9703284503,83121452,43.598009027065004,41.171933299798,43.788325789300565,64.07839281788085,1.1942102910865913,1.2194484114663167,-0.025238120379725393,46.74789222665703,40.44812582747298,14.449665339702205,0.014373753033473812,0.0013264710571134763,-0.00010596587904376786,-0.03265159669715867,1
2019-03-29,45.2348317598,45.2944045773,44.9274360217,45.2634267122,94255844,43.7764891882,41.341934574674,43.92881159148146,65.69223461697365,1.1675796136297407,1.2090746518990017,-0.04149503826926093,46.878727444732654,40.67425093166735,14.173079267255915,0.01431216979043255,0.006517592199130284,0.016917393864865016,-0.005757655065008693,1
2019-04-01,45.6661389583,45.6756706091,44.8893094185,45.5708224503,111447856,43.959854320365004,41.513717907343995,44.08519357803561,67.34903615325727,1.1579309695033757,1.1988459154198765,-0.0409149459165008,47.030963993436345,40.88874464729366,13.97233780935715,0.014322883224256152,0.006791260857347936,0.014697299303909617,0.013245734871574655,1
2019-04-02,45.5350787599,46.3381203393,45.5255471091,46.2332721806,91062928,44.180154599365,41.694194557783995,44.28977249256555,70.63966453812145,1.1900206886932239,1.197080870074546,-0.00706018138132225,47.239841748285784,41.12046745044421,13.850957185037846,0.01442167712764608,0.014536707802947246,0.028083933869768485,0.03870656887470014,1
