Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_20,RSI_14,MACD,MACD_signal,MACD_diff,BB_upper,BB_lower,BB_width,Volatility_20,Return_1d,Return_3d,Return_5d,Target
2019-03-14,46.9829869718,47.2706551794,46.746083742,46.8729961865,7306454,44.94793821377,44.672128541286,45.242014579205296,67.39345181167111,0.677304090513438,0.4039752904151479,0.2733288000982901,47.17316842967194,42.72270799786806,9.901367245451222,0.009754117468466736,0.0001805380024697545,0.019319227230068625,0.025356283546006164,1
2019-03-15,46.5345630011,48.514397136,46.466876364,47.8882957429,27985599,45.18513456508,44.66945747172001,45.49404135670003,72.68028629125915,0.7983420099872447,0.48284863432956726,0.31549337565767743,47.5945263910672,42.7757427390928,10.664533144266555,0.010433198409183561,0.021660649819787103,0.03209336250836925,0.05735101812015908,1
2019-03-18,47.9052174022,48.3874846915,47.7529224687,48.0828948246,13089565,45.41491021004,44.699123381583995,45.74059882983336,73.5649974757877,0.8995979476024871,0.5661984969841513,0.33339945061833587,48.00274940177689,42.82707101830311,11.396429849881281,0.010417045281425803,0.004063604241519636,0.0259974724687122,0.04563017479373199,1
2019-03-19,48.3705630322,48.8020653437,48.0405906764,48.2013464395,9363668,45.64935350937,44.716099207266,45.97495574503971,74.11449643546692,0.9781268258673919,0.6485841627607994,0.3295426631065924,48.35232495129935,42.94638206744065,11.842320795954041,0.010382549581385871,0.0024634875943325696,0.028339350181812772,0.03884026258232698,1
2019-03-20,48.2521114173,48.8105261733,48.0152081875,48.3621022026,8804839,45.87342901005,44.738967324474,46.202303026712116,74.87772860979834,1.0413293773949732,0.7271332056876343,0.31419617170733893,48.693236285149226,43.05362173495078,12.293858714950025,0.010360582230822191,0.0033350886432554905,0.009893992933967644,0.03195522657581429,1
2019-03-21,48.42132801,49.3097151219,48.3959455211,48.8782128104,19542736,46.12749312903,44.780356506143995,46.457151577539534,77.20185858786041,1.1201512610955504,0.8057368167692176,0.3144144443263328,49.06628448432114,43.18870177373886,12.742038016549529,0.010305705781801284,0.010671798459833237,0.01654055956283873,0.042779783394293114,0
2019-03-22,48.8020653437,49.1489593588,48.0152081875,48.0744339949,10243460,46.309158530315,44.794626759417994,46.61117847443101,66.83217389278062,1.1050219338570173,0.8655938401867775,0.23942809367023976,49.25768939590317,43.360627664726834,12.734115493193402,0.011167433771863742,-0.016444521378428556,-0.002632964719342379,0.0038869257949651903,0
2019-03-25,47.8713740836,48.1759639506,47.4398717722,47.9221390615,6929657,46.488647199215,44.802671967212,46.73603186367567,65.0493264499121,1.0684267462182007,0.9061604213930622,0.16226632482513847,49.370273265037,43.607021133393005,12.39711731543204,0.0111904550368266,-0.003167898626038057,-0.00909727081872691,-0.003343304592754115,1
2019-03-26,48.3536413729,49.4027842479,47.9475215504,49.072811892,16051793,46.723996274475,44.822017985464,46.9585823425637,71.28270156392938,1.1193710643619426,0.9488025499868383,0.17056851437510423,49.64230455537933,43.805687993570665,12.491689553954469,0.012017622528138679,0.024011299433510436,0.00398130517486095,0.018079691064103676,0
2019-03-27,48.5228579657,48.793604514,47.6513925131,48.1505814616,11934425,46.912815519424996,44.826265865436,47.0721060681862,61.77353526362193,1.0729600990653125,0.9736340598025333,0.09932603926277928,49.683488671455066,44.142142367394925,11.81200966666701,0.013126205500531304,-0.01879310344859908,0.001583949313018973,-0.0043736878954081515,0
2019-03-28,48.2521114173,48.5567012842,47.6683141724,47.8459915947,11064280,47.071764463339996,44.850691740154005,47.1458094516637,58.9752697881777,1.0000729989911363,0.9789218476402539,0.021151151350882413,49.66810960984337,44.47541931683662,11.031433285342155,0.013317287435427436,-0.006325777543162325,-0.001588983052327242,-0.02111822745451053,1
2019-03-29,48.2267289284,48.700535388,48.1759639506,48.2521114173,8529095,47.217136386305,44.890936893079996,47.25117154362907,61.48073225076454,0.9639679007473703,0.9759310582616771,-0.011963157514306877,49.734784278407176,44.699488494202825,10.664127834878192,0.01309167210397796,0.008488063661428624,-0.016724137930106853,0.0036958817324579396,1
2019-04-01,48.7682220251,49.1997243366,48.3197980544,48.9120561289,12066466,47.41307451408,44.95274711606,47.40935102794059,65.20001559030607,0.9773402036099696,0.9762128873313357,0.0011273162786339386,49.81524834717545,45.010900680984555,10.13295955900133,0.013025614520209252,0.013677012097824681,0.01581444385894426,0.020656779659388835,1
2019-04-02,49.0558902328,49.5212358628,48.7851436844,49.1489593588,7614533,47.614164862690004,45.01092922781601,47.57502801183196,66.45226978781713,0.9955775623278527,0.9800858223306392,0.015491739997213427,49.887105921194895,45.34122380418511,9.547331408876376,0.013022579260609667,0.0048434526914116205,0.027232537578849803,0.0015517241393785408,0
2019-04-03,49.2420284848,49.3181759515,48.3790238618,48.8020653437,11563816,47.73600080946,45.078571163881996,47.691888710105104,62.883949994299655,0.970848020946967,0.9782382620539049,-0.007390241106937867,49.989264457568616,45.48273716135139,9.440521241411064,0.01205318977728772,-0.007058013427458043,0.01139751008290224,0.013530135303133628,1
2019-04-04,48.8612911511,49.5889224999,48.8105261733,48.9543602771,9905076,47.898025696999994,45.191424524762,47.81212409743795,63.802918931005784,0.9525581126041374,0.9731022321639513,-0.020544119559813945,50.00782666448288,45.78822472951711,8.809552948296266,0.011395837426549852,0.0031206657408333616,0.0008649022663966832,0.02316534040696472,1
2019-04-05,49.0558902328,49.2335676551,48.8105261733,49.0643510624,12332561,48.086702197895,45.322540758925996,47.93138380838672,64.48680592711295,0.9361472429280866,0.9657112343167784,-0.029563991388691813,49.88153494386979,46.29186945192021,7.46498580247142,0.011002190319868044,0.002246802627537292,-0.001721466690318696,0.016833245659977125,0
2019-04-08,48.8951344697,49.4873925442,48.6582312398,48.8697519808,8942430,48.2309593432,45.441566159151996,48.02075220575941,62.24606391646183,0.8970978058413976,0.9519885486217022,-0.05489074278030459,49.77273052691112,46.68918815948888,6.393284333161378,0.010807525680894613,-0.003966201068317687,0.001386962552164528,-0.0008649022643520965,0
2019-04-09,48.7089962177,48.7851436844,48.2521114173,48.5990054324,11713414,48.340950128475,45.566219980496,48.07582394162994,59.16572834544672,0.8346821654499266,0.9285272719873471,-0.09384510653742051,49.638903167246234,47.04299708970377,5.369993909187483,0.01087824741427432,-0.005540166205598274,-0.007258900794302359,-0.011189533483002112,0
2019-04-10,48.8274478326,48.9543602771,47.4652542611,47.6598533427,15976495,48.380716027765004,45.692838876086,48.036207694112804,49.934768509212475,0.7013508598058991,0.8830919895510576,-0.18174112974515855,49.53621385755256,47.22521819797745,4.776687592322663,0.011737429307835539,-0.019324512535680016,-0.028625625108416486,-0.023404993066496238,0
2019-04-11,47.7529224687,48.142120632,47.2029685424,47.2960376684,13903841,48.40186810186,45.799297547424,47.96571531071159,46.88319387521105,0.559874075271054,0.8184484066950569,-0.2585743314240029,49.45735244489679,47.346383758823215,4.361337214570145,0.011891926331959304,-0.007633587784754092,-0.032202216066459344,-0.033874870375453336,1
2019-04-12,47.6175491945,48.3705630322,47.4398717722,48.1844247802,13483511,48.416674553725,45.934399989566,47.986544783996194,54.237420059687956,0.5135185968728564,0.7574624447306169,-0.24394384785776047,49.451022309742214,47.38232679770779,4.272692272037229,0.011637361921405236,0.018783542038523837,-0.008530640668699907,-0.017934126573505793,1
2019-04-15,48.3451805433,48.793604514,48.2521114173,48.3790238618,10712489,48.431481005585,46.071888501692,48.02392374378704,55.68479488166109,0.4868717117953807,0.7033442981435697,-0.216472586348189,49.45471122880783,47.40825078236217,4.225475669863722,0.01163694635773522,0.004038630376676622,0.015089650275018185,-0.01004155124815842,1
2019-04-16,48.6159270917,60.0972729085,48.4720929878,59.6065447895,86755871,49.001740923084995,46.432588844242,49.127030510045415,85.05470859669954,1.3560888221432776,0.8338932029435113,0.5221956191997663,53.97286074933146,44.03062109683853,20.289564136300072,0.053122862512816164,0.2320741518012568,0.2602862254003373,0.22649721448335414,1
2019-04-17,66.6882591953,69.8187661609,64.71688589,66.9082407659,156019346,49.92904785125,46.921921460608,50.82047910584109,89.79263349095629,2.604116848913357,1.1879379321374806,1.4161789167758763,59.16588494824417,40.692210754255825,36.99985276912475,0.05852522072097475,0.12249822569293167,0.3885864793677898,0.4038700514832416,1
2019-04-18,66.603650899,67.8558536852,66.0113928244,67.5935679665,41621184,50.864815609055,47.418769650878005,52.417916140189554,90.10955981402087,3.6069100158162613,1.6717323488732367,1.9351776669430245,62.86492884577144,38.86470237233856,47.18433790834451,0.058528053217035,0.010242792109836474,0.397166841554895,0.4291592128797175,1
