ticker,date,target
ENPH,2021-04-08,0
BLK,2021-04-08,1
NOW,2021-04-08,1
ISRG,2021-04-08,1
SNOW,2021-04-08,0
BAC,2021-04-08,1
COST,2021-04-08,1
GOOGL,2021-04-08,1
UNH,2021-04-08,1
PYPL,2021-04-08,1
NFLX,2021-04-08,1
MU,2021-04-08,1
GS,2021-04-08,0
JPM,2021-04-08,1
INTC,2021-04-08,1
MA,2021-04-08,1
TSLA,2021-04-08,0
SHOP,2021-04-08,1
AMZN,2021-04-08,1
DXCM,2021-04-08,1
AMD,2021-04-08,0
WMT,2021-04-08,1
AAPL,2021-04-08,1
TGT,2021-04-08,1
PLTR,2021-04-08,1
AAPL,2021-04-09,0
BAC,2021-04-09,1
MDB,2021-04-09,1
SHOP,2021-04-09,0
QCOM,2021-04-09,0
UNH,2021-04-09,0
MU,2021-04-09,1
V,2021-04-09,0
AMAT,2021-04-09,0
INTC,2021-04-09,0
EBAY,2021-04-09,1
MS,2021-04-09,0
NVDA,2021-04-09,1
ISRG,2021-04-09,0
SNOW,2021-04-09,1
COST,2021-04-09,1
PYPL,2021-04-09,1
GOOGL,2021-04-09,0
NFLX,2021-04-09,0
AMD,2021-04-09,0
MA,2021-04-09,0
GS,2021-04-09,1
DXCM,2021-04-09,1
AMZN,2021-04-09,1
TGT,2021-04-09,0
PLTR,2021-04-09,0
TSLA,2021-04-09,1
NOW,2021-04-09,1
WMT,2021-04-09,1
FSLR,2021-04-09,0
WFC,2021-04-09,1
MSFT,2021-04-09,1
DDOG,2021-04-09,1
META,2021-04-09,0
AVGO,2021-04-09,0
CRM,2021-04-09,0
NET,2021-04-09,0
ABNB,2021-04-09,0
ENPH,2021-04-09,1
JPM,2021-04-09,0
BLK,2021-04-09,0
AMD,2021-04-12,1
DXCM,2021-04-12,1
AMAT,2021-04-12,1
ABNB,2021-04-12,1
COST,2021-04-12,1
WFC,2021-04-12,0
META,2021-04-12,0
NET,2021-04-12,1
TGT,2021-04-12,0
PYPL,2021-04-12,1
MSFT,2021-04-12,1
CRM,2021-04-12,1
V,2021-04-12,0
GS,2021-04-12,0
QCOM,2021-04-12,0
TSLA,2021-04-12,1
WMT,2021-04-12,0
UNH,2021-04-12,0
BAC,2021-04-12,0
AVGO,2021-04-12,1
BLK,2021-04-12,0
MU,2021-04-12,0
SHOP,2021-04-12,1
ISRG,2021-04-12,1
JPM,2021-04-12,0
INTC,2021-04-12,0
NFLX,2021-04-12,1
AAPL,2021-04-12,1
SNOW,2021-04-12,1
NOW,2021-04-12,1
EBAY,2021-04-12,1
NVDA,2021-04-12,1
