Date,Close,Volume,SMA_20,SMA_50,EMA_20,RSI_14,MACD,MACD_signal,MACD_diff,BB_upper,BB_lower,BB_width,Volatility_20,Return_1d,Return_3d,Return_5d,sentiment_mean,sentiment_pos_ratio,sentiment_neg_ratio,sentiment_lag1,sentiment_lag3,sentiment_lag5,news_count_log
2019-03-20,-0.7597053883870339,1.1072690962629073,-0.7777412887659425,-0.7944395032334913,-0.7765622126990405,1.9428451880713793,0.1598007959693268,0.12641696536220454,0.1322419475466812,-0.792899094202069,-0.7564684981572853,-0.39792188194686157,-1.0100612570890075,0.26204012567592255,0.16119918560025007,0.4727051717746156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-20,0.3629154548223543,-0.38783488155145196,0.3210196175274246,0.2867933532006688,0.3194564788075311,1.31700009646429,0.5031633496468366,0.4682284332216057,0.20702010721300515,0.26594954284690536,0.3814753168090326,-0.8805206595696655,-1.0390649925565398,0.3644365176220016,0.3367049676847239,0.265585578091853,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-20,-0.4426891870498683,-0.229229522327322,-0.4383789328101445,-0.4416690205268861,-0.43898353912682814,-0.19985714436812585,0.014935450895319379,-0.0023426532859122298,0.05459705990674549,-0.47959676951796937,-0.38950018833680056,-1.0767075286061751,-1.1724730807770662,-0.7444675668832132,-0.42317363484373316,-0.048933528484830645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-20,0.1645171051637739,-0.35021667708844484,0.1865299965338393,0.17813478989919423,0.18622720411533866,-0.49611186073107993,0.13628238082368213,0.1643002802047935,-0.05574241261435038,0.12152650727022728,0.2589196398461001,-1.0667473885405248,-0.9414560166402937,-1.161375313848114,-0.43914789791056935,-0.2941312640875404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-20,-0.9208338357538929,0.5878082167369596,-0.9177804542377724,-0.9209014267468085,-0.9189821272889988,-0.5094573151891107,-0.05047569423435227,-0.04869155804165086,-0.015635058570300762,-0.9401376633306875,-0.8876306679331764,-1.0720039116923439,-0.9587075954557237,-1.1698334258754335,-0.49079723320186813,-0.40588101078719463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-20,-0.7859281477157537,-0.1593369003666956,-0.7876333090413604,-0.7910760656838433,-0.7879215438997194,0.2444229072899002,-0.006411426990521926,-0.022772350058966405,0.04749955702481645,-0.814257047731708,-0.7533628480375326,-1.0277999255811578,-1.1344934591155833,-0.6875159536693461,-0.15214490984554693,0.07853682329302758,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-20,-0.8399310579886389,-0.22729856381315164,-0.8439108633739871,-0.8440647680389501,-0.8436499610220741,0.29295691752029646,-0.022203819952067966,-0.05674694678819172,0.09851594834991564,-0.8657863072684878,-0.8147000932895208,-0.848168648910367,-1.0045084780288354,-0.7305605457115131,-0.18701915819712447,0.15474754241452504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-20,-0.32137968380781223,-0.3327254723979815,-0.3524068456843487,-0.37597681078442013,-0.35187895433951355,1.7529382601945462,0.3219089715584077,0.2749080754159377,0.20598523063290344,-0.38332701343797926,-0.3156137680884951,-0.7585317245135133,-1.0472701279222931,0.22337679292293477,0.25319556591208364,0.3921722173302351,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-20,0.6065038647606915,-0.3604955437038004,0.6061501323459961,0.668970925558128,0.6189723884955528,-0.33560216511554963,-0.3496735744152351,-0.64838975193789,0.8197180336862526,0.6148621348983431,0.5930723063596921,-0.14410797438733347,-0.3023520103861035,-0.8928710240110231,-0.1219143000373076,-0.17355728925688954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-20,0.13787109599093544,-0.3580787863745948,0.11857704153131113,0.09232728964744881,0.11539410804052182,0.8578376297621079,0.26589804932068717,0.255093443989014,0.08655771583906673,0.07164801282175683,0.1709245264942028,-0.8452984531347696,-0.9671579717411235,-0.11600614765430917,0.18889612551223414,0.2847112114276504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-20,-0.7280881582334054,-0.33772907782538497,-0.7371042305160409,-0.7641175171740829,-0.7398760378151567,1.3429235076346204,0.14898580676218925,0.18957153779890945,-0.09064057304535741,-0.7630360962654326,-0.7038851481011692,-0.907637473228394,-0.9118195938029894,0.3333172880942195,0.1651220905908876,0.1981908969716966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-20,-0.9510152781143842,-0.24030010640697932,-0.9571366093690235,-0.9706655694030214,-0.9576115556942425,1.1800175431026638,0.08313675921450117,0.0867600402471506,0.006175973466386199,-0.968034985262598,-0.939713058122489,0.08572303272042088,-0.4865192045813995,-0.15444972787051675,-0.4908138471151645,-0.376931000855831,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-20,0.006214454684776581,-0.39725105757587587,-0.24601036440354374,-0.34211694592183267,-0.21285301048155883,2.438621992097126,2.153588971251054,1.4054045920060456,2.672043875268089,-0.08342386419833654,-0.4282507040126953,3.235053458971406,2.6448295728988653,1.1678868104271454,1.325802588980051,5.697739040465319,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-20,-0.8772574635141226,-0.17968783259050247,-0.878124166006282,-0.879990650579935,-0.8789464033750938,0.15723477789950158,-0.05566235409918206,-0.06549194824681254,0.017952452685229405,-0.9033706409559179,-0.8449245831058493,-1.1748544736238717,-1.2643353774963557,-0.43567808514773665,-0.008687614438081439,-0.04625489954810731,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-20,-0.854590581941821,-0.26612698245265715,-0.8538642339997511,-0.8666726632844866,-0.8573628757430752,0.5904210926152569,-0.015472352683512694,0.015482313738590643,-0.09550795988966106,-0.8778362307506948,-0.8222332679595904,-1.0113714181269153,-1.1715252674081094,-0.18453837170892362,0.16234303768155128,0.032351448805223344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-20,1.677685227543265,-0.4010224226840337,1.7092089826888817,1.6403461374868071,1.6936843305965208,-0.029241786260405533,0.5527901123802271,0.7373266399220854,-0.43758875242232104,1.589403949405899,1.83532370293029,-1.0412843230790465,-1.1105950188482194,-0.3882537996991113,-0.21523564426584738,-0.13561149808916687,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-20,-0.615714851913083,-0.3588827405848672,-0.6297209520066651,-0.6447999575807181,-0.6279620920918043,1.008918245475057,0.1909095841979776,0.17753148303935862,0.07891466457405465,-0.6474317679238594,-0.6063576085620133,-0.4883688541433481,-0.8261820810576413,-0.42256066866790903,0.17129465935085217,0.015037966386439295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-20,0.6024447315355647,-0.3659543560813124,0.5808315099663182,0.5080469121830048,0.5780466920558147,1.2801094503396193,0.748128467258342,0.8444941356787886,-0.13464046925226808,0.5105697660851457,0.6570485476543582,-0.9627404345991307,-1.198155215424993,-0.19248099071793048,-0.16001967041463883,0.024746253237294485,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-20,0.024405748347971535,-0.3336003997348838,-0.0013101378674320848,-0.04019330910936553,0.0011317058585056418,1.4705954026967014,0.5531917243248482,0.5361104645430362,0.16397846359714702,-0.03454766704998307,0.03622123188143508,-0.6774185327974934,-1.1879255894909684,-0.21207244805929332,-0.26638202679388506,0.059954971007971994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-20,0.16320073492403112,-0.16448734674574694,0.17569774186273227,0.13414818713635346,0.1716328765094573,-0.10444227836265225,0.21802401238352226,0.5050330645198328,-0.8116889478693255,0.1483018693829267,0.20568724026444424,-0.5573252147182961,-0.5584147382434531,0.7709781647674597,-0.11555801841461004,-0.7645238381796613,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-20,-0.4109722748514222,1.1216007731437458,-0.4559595078464848,-0.45931596846518224,-0.45108694412049744,1.650826301132519,0.2314319986245917,0.10371114384867912,0.4283116789886664,-0.47476650182159086,-0.4322880244486298,-0.4908702350041552,-0.8563617806755396,0.6422314390900749,0.9132703363770793,0.8910368181928751,0.0,0.0,0.0,0.0,0.0,0.0,0.0
