Date,Open,High,Low,Close,Volume
2019-01-02,181.1560087947,185.3122065027,180.5687199881,185.0050092808,2143091
2019-01-03,184.0472767655,186.071164345,180.7403890239,181.0837270954,2877745
2019-01-04,183.4870935961,187.8691716143,182.0143539735,186.3422207173,2761611
2019-01-07,185.6916854238,188.944361891,183.9027133669,187.0288968603,2226738
2019-01-08,188.5197069078,188.9082210413,184.4809669611,188.4293547837,2366493
2019-01-09,188.9714675282,190.8417564968,187.8601364019,189.6491084589,1862926
2019-01-10,188.0679462873,190.5526296997,186.1253756195,190.3177141771,2340657
2019-01-11,189.7756014326,190.868862134,189.1160309267,190.2002564158,1861225
2019-01-14,189.2605943253,190.3267493895,188.0769814997,188.8359393421,1523315
2019-01-15,189.7756014326,190.9501790457,188.9082210413,190.670087461,1681846
2019-01-16,191.0586015946,191.0586015946,189.2876999625,189.9020944063,1455042
2019-01-17,189.6220028216,191.2302706304,189.4232281486,191.0586015946,1517058
2019-01-18,192.0524749596,193.498108945,191.3386931793,192.9831018377,2115355
2019-01-22,192.4500243056,194.7630386822,190.4622775756,191.907911561,3310793
2019-01-23,192.4500243056,194.1215386012,189.7394605829,191.6278199764,2220161
2019-01-24,191.8988763486,191.8988763486,188.745587218,190.0195521676,1994413
2019-01-25,191.5736087019,191.8356298618,188.6010238194,188.8991858289,2252889
2019-01-28,188.546812545,190.4532423632,187.308988445,190.4351719384,1999432
2019-01-29,190.02858738,190.227362053,188.4474252085,190.0195521676,1636487
2019-01-30,190.1731507786,191.7001016756,189.1250661391,190.9592142581,1590026
2019-01-31,190.7694747975,194.1486442384,189.4864746355,193.9227639282,4341129
2019-02-01,193.3535455464,194.2570667873,189.1702422012,189.983411318,3453857
2019-02-04,190.3719254515,190.8146508596,187.8420659771,190.8056156472,1630281
2019-02-05,191.0857072318,192.0163341099,189.4141929362,191.1941297807,2074517
2019-02-06,191.7814185873,191.7814185873,190.1731507786,191.1850945683,1618762
2019-02-07,190.3202270078,190.3474065518,186.8774847665,189.3961225114,2526625
2019-02-08,188.290821055,188.8887710232,186.4063726703,188.218342271,2013683
2019-02-11,189.0337285913,189.2783444874,187.3214173186,189.0971475273,2376584
2019-02-12,190.3111671598,192.7482662727,189.5863793195,191.9781791924,2091247
2019-02-13,192.2771541765,193.4368147209,191.4345883122,192.7935655127,1703041
2019-02-14,192.0687776724,194.3790389133,191.2896307441,193.735789705,1411054
2019-02-15,194.9226297935,196.8251978742,193.9169866651,196.1185297299,2635500
2019-02-19,196.29972669,198.954262155,196.154769122,197.6134046505,1938119
2019-02-20,197.7130629785,198.4740902108,194.8410911615,196.6983600022,1785610
2019-02-21,196.236307754,196.34502593,194.1797222572,194.9951085775,1615527
2019-02-22,194.9407494895,196.227247906,194.1072434732,195.9554524659,1542501
2019-02-25,196.9339160503,198.4922099068,196.191008514,196.6440009141,1794018
2019-02-26,196.4990433461,198.3291326428,195.8104948978,197.1513524023,1884099
2019-02-27,196.154769122,198.2838334028,196.1004100339,197.5499857145,1482708
2019-02-28,197.9486190266,199.035800787,197.0698137703,198.1751152267,2055597
2019-03-01,199.0992197231,199.8330674113,195.4843403697,198.809304587,2178555
2019-03-04,199.7062295393,200.2951196595,195.5749388497,197.8761402426,2444661
2019-03-05,198.3291326428,200.7752916037,198.3200727948,199.1535788111,2160246
2019-03-06,199.7696484753,201.0470870438,197.7130629785,198.6190477789,1985311
2019-03-07,197.6224644985,198.7640053469,195.8920335299,196.4084448661,3279102
2019-03-08,204.281452781,207.1987238381,202.7322187724,206.4014572138,6782749
2019-03-11,206.1387216217,208.2949654465,205.7129087656,208.0956487905,3748431
2019-03-12,208.6664192147,211.4568523997,208.2859055985,211.0582190876,2647259
2019-03-13,212.22693948,215.1260908411,211.0491592396,214.1566871047,2421178
2019-03-14,213.9301909047,214.1566871047,211.3481342237,211.8554857119,2300252
2019-03-15,212.154460696,213.4953182005,211.2575357437,211.6380493598,5073781
2019-03-18,211.6199296638,214.4284825448,211.5383910318,214.3469439128,1735414
2019-03-19,215.1895097771,215.6696817213,214.0751484727,214.763696921,1852346
2019-03-20,214.745577225,216.0683150335,213.6130962245,214.7002779849,1499470
2019-03-21,214.4284825448,217.3004543619,214.3107045208,217.0195990738,1617047
2019-03-22,217.2098558819,217.7443869141,214.6277992009,215.2257491691,1873609
2019-03-25,214.6549787449,215.6968612653,213.6221560725,214.6912181369,1357121
2019-03-26,215.6243824813,217.6628482821,215.0445522091,216.5937862177,1193004
2019-03-27,216.2676316895,217.6266088901,215.7693400494,216.9018210498,1351237
2019-03-28,217.418232386,219.2030224426,217.0558384658,218.5416535384,1396657
2019-03-29,218.9402868505,219.6469549948,218.1339603782,219.3751595547,1967964
2019-04-01,220.217725419,221.4317450515,219.7737928669,221.2324283954,1610207
2019-04-02,221.0602912833,221.2324283954,217.7172073701,217.8893444822,1574327
2019-04-03,218.9674663946,220.6525981232,218.3604565783,219.6831943868,1663865
2019-04-04,219.4023390987,221.7488397316,218.5688330824,221.4226852035,1320012
2019-04-05,221.9300366917,223.8597843164,221.0693511314,222.75448286,1616207
2019-04-08,222.863201036,223.6242282683,222.1474730438,223.3433729802,1244150
2019-04-09,222.0659344117,222.5823457479,221.0693511314,221.8847374517,1450175
2019-04-10,222.2199518278,223.4792707003,221.7035404916,222.5189268119,1556647
